"Buyer","Project","SWBS","Cont Supp","Item","Linked SPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount","Compare To Project","Most Recent Order Date"
"8043","473","494","      ","494-01-00001-S16","            -S00","KEYPAD, REMOTE, HED, MORIAH ","1","1","07/08/2014","123","03/07/2014"," EA   ","0","0","1"," No     ","05/18/2017","08/28/2017","0","0","            ",""
"8043","473","533","      ","533-01-TH001-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","05/14/2015","60","03/15/2015"," EA   ","0","0","1"," No     ","12/05/2013","08/28/2017","0","0","            ",""
"8043","473","533","      ","533-01-V0008-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","05/21/2014","60","03/22/2014"," EA   ","0","0","1"," No     ","12/05/2013","08/28/2017","0","0","481","03/23/2016"
"8043","473","533","      ","533-03-HA004-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","07/22/2014","60","05/23/2014"," LO   ","0","0","1"," No     ","05/12/2017","08/28/2017","0","0","            ",""
"8043","473","541","      ","541-01-06P13-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","09/11/2015","60","07/13/2015"," EA   ","0","0","1"," No     ","02/26/2016","08/28/2017","0","0","481","12/31/2015"
"8043","473","551","      ","551-01-E0001-S01","SRV650-032200005","SRVC, LIGHT OFF AIR COMPRESS","1","1","02/27/2017","123","10/27/2016"," LO   ","0","0","1"," No     ","02/13/2017","02/13/2017","0","0","            ",""
"8043","473","555","      ","555-01-E0001-805","760129-000000007","HFP CYLINDERS, 62LB         ","3","1","02/24/2014","123","10/24/2013"," EA   ","0","0","1"," No     ","06/27/2013","08/28/2017","0","0","            ",""
"8043","473","555","      ","555-01-E0001-806","760129-000000008","HFP CYLINDERS BRACKETS, 62LB","6","4","02/24/2014","123","10/24/2013"," EA   ","2","0","2"," No     ","06/27/2013","08/28/2017","0","0","            ",""
"8043","473","555","      ","555-01-E0001-806","760129-000000008","HFP CYLINDERS BRACKETS, 62LB","6","4","02/24/2014","123","10/24/2013"," EA   ","2","0","2"," No     ","06/27/2013","08/28/2017","0","0","            ",""
"8043","473","555","      ","555-01-E0001-819","760129-000000021","MAIN REMOTE ACTUATOR PANEL  ","2","2","06/18/2014","21","05/28/2014"," EA   ","0","0","2"," No     ","08/09/2017","08/28/2017","0","0","467","08/11/2017"
"8043","473","555","      ","555-01-E0001-820","760129-000000022","MAIN SECONDARY REMOTE PANEL ","3","3","02/24/2014","21","02/03/2014"," EA   ","0","0","3"," No     ","08/09/2017","08/28/2017","0","0","469","08/17/2017"
"8043","473","555","      ","555-01-E0001-821","760129-000000023","SECONDARY REMOTE ACTUATOR PA","5","5","02/24/2014","21","02/03/2014"," EA   ","0","0","5"," No     ","08/09/2017","08/28/2017","0","0","469","08/17/2017"
"8043","473","555","      ","555-01-E0001-L11","            -L11","CERTIFICATES, REGULATORY BOD","2","2","01/20/2014","60","11/21/2013"," LO   ","0","1","1"," No     ","06/27/2013","08/28/2017","0","0","            ",""
"8043","473","555","      ","555-01-E0001-L26","            -L26","CERTIFICATE, IDENTICALITY   ","2","2","01/20/2014","60","11/21/2013"," EA   ","1","0","1"," No     ","06/27/2013","08/28/2017","0","0","            ",""
"8043","473","555","      ","555-01-E0001-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","02/24/2014","60","12/26/2013"," EA   ","0","0","1"," No     ","03/11/2016","08/28/2017","0","0","481","01/10/2017"
"8043","473","555","      ","555-02-E0001-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","08/04/2014","60","06/05/2014"," EA   ","0","0","1"," No     ","03/22/2016","08/28/2017","0","0","403","02/01/2005"
"8043","473","555","      ","555-02-V0001-800","805900-000000008","TEST FITTING, ASSEMBLY NO. 8","2","2","04/17/2014","180","10/19/2013"," EA   ","1","0","1"," No     ","07/18/2014","08/28/2017","0","0","            ",""
"8043","473","555","      ","555-02-V0015-800","533700-000000001","TEST FTG, REMOVABLE, FOR 1"" ","1","1","10/03/2014","180","04/06/2014"," EA   ","0","0","1"," No     ","02/24/2015","08/28/2017","0","0","481","08/15/2017"
"8043","473","555","      ","555-07-E0002-801","681014-000000002","NOZZLE, SPRAY, 1"" FPT       ","169","34","08/04/2014","30","07/05/2014"," EA   ","11","0","23"," No     ","06/27/2013","08/28/2017","691.08","15894.84","            ",""
"8043","473","555","      ","555-07-E0002-802","681014-000000003","NOZZLE STRAINER KIT         ","169","169","08/04/2014","30","07/05/2014"," EA   ","16","0","153"," No     ","06/27/2013","08/28/2017","0","0","            ",""
"8043","473","555","      ","555-07-M0003-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","02/03/2014","60","12/05/2013"," EA   ","0","0","1"," No     ","12/04/2013","08/28/2017","0","0","            ",""
"8043","473","565","      ","565-01-00001-824","230900-000000026","ECU, INTERCEPTOR SERVO      ","2","1","01/05/2015","180","07/09/2014"," EA   ","0","0","1"," No     ","05/10/2013","08/28/2017","0","0","            ",""
"8043","473","573","      ","573-01-00002-819","232400-000000089","HELICAL GEAR RACK           ","11","11","06/15/2015","123","02/12/2015"," EA   ","0","0","11"," No     ","06/04/2013","08/28/2017","0","0","479","11/20/2015"
"8043","473","573","      ","573-01-00002-842","232400-000000112","FASTENER, SEALING STRIP     ","60","60","06/15/2015","14","06/01/2015"," EA   ","32","0","28"," No     ","06/04/2013","08/28/2017","0","0","            ",""
"8043","473","573","      ","573-01-00002-852","232400-000000121","CHAIN TENSIONER ASSEMBLY W/ ","2","2","06/15/2015","123","02/12/2015"," EA   ","0","1","1"," No     ","06/04/2013","08/28/2017","0","0","            ",""
"8043","473","573","      ","573-01-00002-897","232400-000000166","ASSEMBLY, TRUCK, END, TROLLE","4","4","06/15/2015","123","02/12/2015"," EA   ","0","0","4"," No     ","03/27/2015","08/28/2017","0","0","475","06/17/2016"
"8043","473","573","      ","573-01-00002-8A2","232400-000000171","SHIM SET                    ","4","4","06/16/2015","123","02/13/2015"," EA   ","0","0","4"," No     ","03/27/2015","08/28/2017","0","0","475","06/17/2016"
"8043","473","573","      ","573-01-00002-8A3","232400-000000172","CHAIN #50                   ","4","4","06/16/2015","123","02/13/2015"," EA   ","0","0","4"," No     ","03/27/2015","08/28/2017","0","0","479","03/17/2017"
"8043","473","573","      ","573-01-00002-8A4","232400-000000173","CAPSCREW, HEX HD            ","24","24","06/16/2015","123","02/13/2015"," EA   ","0","0","24"," No     ","03/27/2015","08/28/2017","0","0","477","12/07/2016"
"8043","473","573","      ","573-01-00002-L06","            -L06","REPORT, IN-PLANT TEST       ","1","1","06/15/2015","60","04/16/2015"," LO   ","0","0","1"," No     ","06/04/2013","08/28/2017","0","0","477","11/20/2015"
"8043","473","573","      ","573-01-00002-L07","            -L07","REPORT, SHIPBOARD TEST, IAW ","1","1","06/15/2015","60","04/16/2015"," LO   ","0","0","1"," No     ","06/04/2013","08/28/2017","0","0","477","11/20/2015"
"8043","473","573","      ","573-01-00002-L11","            -L11","CERTIFICATES, REGULATORY BOD","1","1","06/15/2015","60","04/16/2015"," LO   ","0","0","1"," No     ","06/04/2013","08/28/2017","0","0","477","11/20/2015"
"8043","473","573","      ","573-01-00002-L15","            -L15","DATA, WEIGHT                ","1","1","06/15/2015","60","04/16/2015"," LO   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","477","11/20/2015"
"8043","473","573","      ","573-01-00002-L20","            -L20","SUPPORT, VENDOR             ","1","1","06/15/2015","60","04/16/2015"," LO   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","477","11/20/2015"
"8043","473","573","      ","573-01-00002-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","06/15/2015","60","04/16/2015"," EA   ","0","0","1"," No     ","06/05/2013","08/28/2017","0","0","477","11/20/2015"
"8043","473","573","      ","573-01-00002-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","06/15/2015","60","04/16/2015"," LO   ","0","0","1"," No     ","06/05/2013","08/28/2017","0","0","477","11/20/2015"
"8043","473","573","      ","573-01-00002-L51","            -L51","DATA, FOR WEIGHT CRITICAL IT","1","1","06/15/2015","60","04/16/2015"," EA   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","477","11/20/2015"
"8043","473","573","      ","573-01-00017-L06","            -L06","REPORT, IN-PLANT TEST       ","1","1","06/26/2015","60","04/27/2015"," LO   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","450","10/31/2011"
"8043","473","573","      ","573-01-00017-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","06/26/2015","60","04/27/2015"," LO   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","450","10/31/2011"
"8043","473","583","      ","583-01-00002-810","232700-000000013","PLACARD, OPERATING INSTRUCTI","1","1","05/27/2015","123","01/24/2015"," SE   ","0","0","1"," No     ","06/02/2015","08/28/2017","0.01","0.01","811","12/08/2006"
"8043","473","583","      ","583-01-00002-811","232700-000000011","PLACARD, LUBRICATION/GAS FIL","1","1","05/27/2015","123","01/24/2015"," SE   ","0","0","1"," No     ","06/02/2015","08/28/2017","0","0","810","01/29/2007"
"8043","473","583","      ","583-01-00002-815","232700-000000012","BATTERY, UPS DAVIT ELECTRIC ","1","1","05/27/2015","30","04/27/2015"," EA   ","0","0","1"," No     ","08/18/2015","08/28/2017","26.95","26.95","467","09/11/2015"
"8043","473","583","      ","583-01-00002-L10","            -L10","LIST, SHIP LOOSE PARTS      ","1","1","04/20/2015","60","02/19/2015"," EA   ","0","0","1"," No     ","06/07/2013","08/28/2017","0","0","465","02/22/2012"
"8043","473","583","      ","583-03-00001-L34","            -L34","PROVISIONING TECH DOC.      ","1","1","06/03/2015","60","04/04/2015"," LO   ","0","0","1"," No     ","06/07/2013","08/28/2017","0","0","485","03/14/2017"
"8043","473","583","      ","583-03-00001-L41","            -L41","LIST OF RECOMMENDED SPARE PA","1","1","06/03/2015","60","04/04/2015"," LO   ","0","0","1"," No     ","06/07/2013","08/28/2017","0","0","485","03/14/2017"
"8043","473","593","      ","593-01-E0001-L11","            -L11","CERTIFICATES, REGULATORY BOD","1","1","07/08/2014","60","05/09/2014"," LO   ","0","0","1"," No     ","06/18/2013","08/28/2017","100","100","467","09/28/2011"
"8043","473","593","      ","593-01-E0001-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","07/08/2014","60","05/09/2014"," LO   ","0","0","1"," No     ","02/17/2014","08/28/2017","0","0","471","03/25/2015"
"8043","473","593","      ","593-02-06V06-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","01/20/2014","60","11/21/2013"," EA   ","0","0","1"," No     ","02/26/2016","08/28/2017","0","0","481","12/31/2015"
"8043","473","593","      ","593-02-08SV6-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","01/20/2014","60","11/21/2013"," EA   ","0","0","1"," No     ","02/26/2016","08/28/2017","0","0","481","12/31/2015"
"8043","473","593","      ","593-02-E0003-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","12/09/2014","60","10/10/2014"," EA   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","            ",""
"8043","473","593","      ","593-02-E0003-L68","            -L68","CERTIFICATES, VENDOR WELDING","1","1","12/09/2014","123","08/08/2014"," LO   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","            ",""
"8043","473","625","      ","625-01-00015-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","11/19/2014","60","09/20/2014"," EA   ","0","0","1"," No     ","12/09/2013","08/28/2017","0","0","481","01/08/2016"
"8043","473","625","      ","625-01-00031-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","11/19/2014","60","09/20/2014"," EA   ","0","0","1"," No     ","12/09/2013","08/28/2017","0","0","481","01/08/2016"
"8043","473","625","      ","625-01-00032-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","03/17/2015","60","01/16/2015"," EA   ","0","0","1"," No     ","12/09/2013","08/28/2017","0","0","481","01/08/2016"
"8043","473","625","      ","625-01-00033-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","11/19/2014","60","09/20/2014"," EA   ","0","0","1"," No     ","12/09/2013","08/28/2017","0","0","481","01/08/2016"
"8043","473","625","      ","625-01-0005P-810","611302-000000030","WINDOW BOLTING/DRILLING     ","1","1","11/19/2014","150","06/22/2014"," EA   ","0","0","1"," No     ","05/08/2013","08/28/2017","0","0","            ",""
"8043","473","625","      ","625-01-0005S-810","611302-000000036","WINDOW BOLTING/DRILLING     ","1","1","11/19/2014","150","06/22/2014"," EA   ","0","0","1"," No     ","05/08/2013","08/28/2017","0","0","            ",""
"8043","473","633","      ","633-01-00001-813","412900-000000014","STUD/FERRULE, 28MM LG, USED ","72","71","01/20/2014","48","12/03/2013"," EA   ","21","0","50"," No     ","07/15/2014","08/28/2017","0","0","            ",""
"8043","473","633","      ","633-01-00001-L11","            -L11","CERTIFICATES, REGULATORY BOD","1","1","01/20/2014","60","11/21/2013"," LO   ","0","0","1"," No     ","06/05/2013","08/28/2017","0","0","403","03/01/2005"
"8043","473","633","      ","633-01-00001-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","01/20/2014","60","11/21/2013"," EA   ","0","0","1"," No     ","06/05/2013","08/28/2017","0.01","0.01","450","05/13/2009"
"8043","473","633","      ","633-01-00001-L63","            -L63","COMPUTER SOFTWARE/PROGRAM   ","1","1","01/20/2014","60","11/21/2013"," EA   ","0","0","1"," No     ","06/05/2013","08/28/2017","0","0","450","08/27/2010"
"8043","473","633","      ","633-01-00001-L64","            -L64","COMPUTER SOFTWARE/PROGRAM   ","1","1","01/20/2014","60","11/21/2013"," EA   ","0","0","1"," No     ","06/05/2013","08/28/2017","0","0","450","08/27/2010"
"8043","473","633","      ","633-01-00001-L64","            -L64","COMPUTER SOFTWARE/PROGRAM   ","1","1","01/20/2014","60","11/21/2013"," EA   ","0","0","1"," No     ","06/05/2013","08/28/2017","0","0","450","08/27/2010"
"8043","473","780","      ","780-01-00001-L15","            -L15","DATA, WEIGHT                ","1","1","05/27/2015","60","03/28/2015"," LO   ","0","0","1"," No     ","05/09/2013","08/28/2017","0","0","485","01/03/2017"
"8044","473","167","      ","167-01-00478-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","01/20/2014","60","11/21/2013"," EA   ","0","0","1"," No     ","04/28/2014","08/28/2017","0","0","465","02/17/2012"
"8044","473","167","      ","167-01-00479-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","01/20/2014","60","11/21/2013"," EA   ","0","0","1"," No     ","04/28/2014","08/28/2017","0","0","465","02/17/2012"
"8044","473","256","      ","256-01-F0001-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","03/04/2015","60","01/03/2015"," EA   ","0","0","1"," No     ","10/21/2013","08/28/2017","0","0","            ",""
"8044","473","256","      ","256-01-F0001-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","03/04/2015","60","01/03/2015"," EA   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","            ",""
"8044","473","256","      ","256-01-V0041-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","09/15/2014","60","07/17/2014"," EA   ","0","0","1"," No     ","11/25/2013","08/28/2017","0","0","481","11/04/2015"
"8044","473","261","      ","261-01-V0028-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","05/01/2014","60","03/02/2014"," EA   ","0","0","1"," No     ","02/14/2014","08/28/2017","0","0","            ",""
"8044","473","261","      ","261-01-V0032-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","07/29/2014","60","05/30/2014"," EA   ","0","0","1"," No     ","11/25/2013","08/28/2017","0","0","481","11/04/2015"
"8044","473","261","      ","261-01-V0033-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","04/10/2014","60","02/09/2014"," EA   ","0","0","1"," No     ","02/14/2014","08/28/2017","0.01","0.01","450","04/03/2009"
"8044","473","261","      ","261-01-V0037-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","04/10/2014","60","02/09/2014"," EA   ","0","0","1"," No     ","02/14/2014","08/28/2017","0","0","475","03/05/2015"
"8044","473","261","      ","261-01-V0038-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","04/10/2014","60","02/09/2014"," EA   ","0","0","1"," No     ","02/14/2014","08/28/2017","0","0","475","03/05/2015"
"8044","473","261","      ","261-01-V0044-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","04/10/2014","60","02/09/2014"," EA   ","0","0","1"," No     ","11/17/2015","08/28/2017","0","0","481","11/04/2015"
"8044","473","261","      ","261-01-V0045-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","04/10/2014","60","02/09/2014"," EA   ","0","0","1"," No     ","11/17/2015","08/28/2017","0","0","481","11/04/2015"
"8044","473","261","      ","261-01-V0072-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","04/10/2014","60","02/09/2014"," EA   ","0","0","1"," No     ","02/14/2014","08/28/2017","0","0","483","08/22/2017"
"8044","473","261","      ","261-01-V0073-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","04/10/2014","60","02/09/2014"," EA   ","0","0","1"," No     ","02/14/2014","08/28/2017","0","0","483","08/22/2017"
"8044","473","262","      ","262-01-06P04-800","274400-000000001","REPAIR KIT, MODIFY, GAUGE/TR","4","4","03/04/2015","70","12/24/2014"," EA   ","0","0","4"," No     ","12/09/2015","08/28/2017","0","0","            ",""
"8044","473","262","      ","262-01-E0004-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","10/16/2014","60","08/17/2014"," EA   ","0","0","1"," No     ","07/22/2013","08/28/2017","0","0","471","03/26/2013"
"8044","473","262","      ","262-01-E0007-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","12/09/2014","60","10/10/2014"," EA   ","0","0","1"," No     ","07/22/2013","08/28/2017","0","0","469","03/26/2013"
"8044","473","262","      ","262-01-E0007-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","12/09/2014","60","10/10/2014"," LO   ","0","0","1"," No     ","07/22/2013","08/28/2017","0","0","469","03/26/2013"
"8044","473","262","      ","262-01-E0010-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","01/16/2015","60","11/17/2014"," EA   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","469","03/26/2013"
"8044","473","262","      ","262-01-E0010-L68","            -L68","CERTIFICATES, VENDOR WELDING","1","1","01/16/2015","123","09/15/2014"," LO   ","0","0","1"," No     ","02/14/2014","08/28/2017","0","0","481","12/14/2015"
"8044","473","262","      ","262-01-V0001-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","03/28/2014","60","01/27/2014"," EA   ","0","0","1"," No     ","11/25/2013","08/28/2017","0","0","475","03/05/2015"
"8044","473","262","      ","262-01-V0002-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","09/15/2014","60","07/17/2014"," EA   ","0","0","1"," No     ","11/25/2013","08/28/2017","0","0","469","04/17/2014"
"8044","473","262","      ","262-01-V0003-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","03/28/2014","60","01/27/2014"," EA   ","0","0","1"," No     ","10/21/2013","08/28/2017","0","0","471","06/17/2014"
"8044","473","262","      ","262-01-V0006-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","05/01/2014","60","03/02/2014"," EA   ","0","0","1"," No     ","11/25/2013","08/28/2017","0","0","475","03/05/2015"
"8044","473","262","      ","262-01-V0072-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","05/01/2014","60","03/02/2014"," EA   ","0","0","1"," No     ","11/25/2013","08/28/2017","0","0","481","05/02/2016"
"8044","473","262","      ","262-01-V0073-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","05/01/2014","60","03/02/2014"," EA   ","0","0","1"," No     ","11/25/2013","08/28/2017","0","0","481","05/02/2016"
"8044","473","262","      ","262-01-V0084-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","09/15/2014","60","07/17/2014"," EA   ","0","0","1"," No     ","05/03/2016","08/28/2017","0","0","479","10/07/2016"
"8044","473","262","      ","262-01-V0087-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","09/15/2014","60","07/17/2014"," EA   ","0","0","1"," No     ","05/03/2016","08/28/2017","0","0","479","10/07/2016"
"8044","473","262","      ","262-01-V0089-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","09/15/2014","60","07/17/2014"," EA   ","0","0","1"," No     ","11/17/2015","08/28/2017","0","0","477","08/31/2016"
"8044","473","506","      ","506-01-V0020-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","09/26/2014","60","07/28/2014"," EA   ","0","0","1"," No     ","02/26/2016","08/28/2017","0","0","481","03/08/2017"
"8044","473","506","      ","506-01-V0072-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","07/29/2014","60","05/30/2014"," EA   ","0","0","1"," No     ","02/17/2014","08/28/2017","0","0","481","05/02/2016"
"8044","473","506","      ","506-01-V0073-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","07/29/2014","60","05/30/2014"," EA   ","0","0","1"," No     ","02/17/2014","08/28/2017","0","0","481","05/02/2016"
"8044","473","506","      ","506-01-VLS01-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","02/28/2014","60","12/30/2013"," EA   ","0","0","1"," No     ","10/21/2013","08/28/2017","0","0","481","11/04/2015"
"8044","473","514","      ","514-01-E0001-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","01/05/2015","60","11/06/2014"," EA   ","0","0","1"," No     ","05/29/2013","08/28/2017","0","0","469","02/27/2013"
"8044","473","514","      ","514-01-E0001-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","01/05/2015","60","11/06/2014"," LO   ","0","0","1"," No     ","05/29/2013","08/28/2017","0","0","469","02/27/2013"
"8044","473","514","      ","514-01-V0017-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","06/18/2014","60","04/19/2014"," EA   ","0","0","1"," No     ","03/03/2014","08/28/2017","0","0","477","09/15/2015"
"8044","473","514","      ","514-01-VPR01-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","06/18/2014","60","04/19/2014"," EA   ","0","0","1"," No     ","06/12/2015","08/28/2017","250","250","481","05/25/2017"
"8044","473","521","      ","521-01-V0007-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","05/01/2014","60","03/02/2014"," EA   ","0","0","1"," No     ","11/25/2013","08/28/2017","0","0","469","05/16/2012"
"8044","473","521","      ","521-01-V0020-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","07/29/2014","60","05/30/2014"," EA   ","0","0","1"," No     ","04/30/2014","08/28/2017","0","0","481","11/04/2015"
"8044","473","528","      ","528-01-M0001-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","05/14/2015","60","03/15/2015"," EA   ","0","0","1"," No     ","12/04/2013","08/28/2017","0","0","            ",""
"8044","473","528","      ","528-01-M0003-800","572300-000000001","FLOW CONTROL FITTING, 3"" NPT","2","2","05/14/2015","14","04/30/2015"," EA   ","0","0","2"," No     ","10/17/2013","08/28/2017","182.95","365.9","465","06/11/2014"
"8044","473","528","      ","528-01-M0003-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","05/14/2015","60","03/15/2015"," EA   ","0","0","1"," No     ","12/04/2013","08/28/2017","0","0","            ",""
"8044","473","529","      ","529-01-E0002-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","07/08/2014","60","05/09/2014"," EA   ","0","0","1"," No     ","10/22/2013","08/28/2017","0","0","481","04/25/2017"
"8044","473","531","      ","531-01-E0001-L68","            -L68","CERTIFICATES, VENDOR WELDING","1","1","07/08/2014","123","03/07/2014"," LO   ","0","0","1"," No     ","06/11/2013","08/28/2017","0","0","            ",""
"8044","473","533","      ","533-01-M0001-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","02/28/2014","60","12/30/2013"," EA   ","0","0","1"," No     ","12/05/2013","08/28/2017","0","0","471","11/09/2016"
"8044","473","533","      ","533-01-M0003-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","02/28/2014","60","12/30/2013"," EA   ","0","0","1"," No     ","12/05/2013","08/28/2017","0","0","483","08/22/2017"
"8044","473","533","      ","533-01-M0004-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","07/29/2014","60","05/30/2014"," EA   ","0","0","1"," No     ","12/05/2013","08/28/2017","0","0","483","08/22/2017"
"8044","473","533","      ","533-01-M0005-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","03/21/2014","60","01/20/2014"," EA   ","0","0","1"," No     ","12/05/2013","08/28/2017","0","0","477","05/18/2015"
"8044","473","533","      ","533-01-M0006-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","02/28/2014","60","12/30/2013"," EA   ","0","0","1"," No     ","12/05/2013","08/28/2017","0","0","483","08/22/2017"
"8044","473","533","      ","533-01-M0006-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","02/28/2014","60","12/30/2013"," EA   ","0","0","1"," No     ","12/05/2013","08/28/2017","0","0","483","08/22/2017"
"8044","473","533","      ","533-01-M0008-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","10/03/2014","60","08/04/2014"," EA   ","0","0","1"," No     ","12/05/2013","08/28/2017","0","0","483","08/22/2017"
"8044","473","533","      ","533-01-M0009-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","02/28/2014","60","12/30/2013"," EA   ","0","0","1"," No     ","12/05/2013","08/28/2017","0","0","477","05/18/2015"
"8044","473","533","      ","533-01-M0010-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","07/29/2014","60","05/30/2014"," EA   ","0","0","1"," No     ","12/05/2013","08/28/2017","0","0","            ",""
"8044","473","533","      ","533-01-V0007-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","07/29/2014","60","05/30/2014"," EA   ","0","0","1"," No     ","02/17/2014","08/28/2017","0","0","481","09/15/2016"
"8044","473","533","      ","533-01-VPR03-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","02/28/2014","60","12/30/2013"," EA   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","465","10/18/2012"
"8044","473","541","      ","541-01-V0023-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","07/29/2014","60","05/30/2014"," EA   ","0","0","1"," No     ","02/17/2014","08/28/2017","0","0","479","06/04/2015"
"8044","473","542","      ","542-01-M0002-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","10/16/2014","60","08/17/2014"," EA   ","0","0","1"," No     ","02/17/2014","08/28/2017","0","0","            ",""
"8044","473","542","      ","542-01-M0004-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","12/02/2014","60","10/03/2014"," EA   ","0","0","1"," No     ","12/04/2013","08/28/2017","0","0","471","05/11/2015"
"8044","473","551","      ","551-01-3P13A-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","09/11/2015","60","07/13/2015"," EA   ","0","0","1"," No     ","01/07/2016","08/28/2017","0","0","481","12/31/2015"
"8044","473","551","      ","551-01-3P13A-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","09/11/2015","60","07/13/2015"," EA   ","0","0","1"," No     ","01/07/2016","08/28/2017","0","0","481","12/31/2015"
