"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","Name","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"487","521","521-01-V0006-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","49","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0008","VALVE, BUTTERFLY, 6"" IPS","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","50","9844","3","0","3","29532","03/31/2019","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","521"," 521M - SEAWATER","SERVICE SYS","","","","","","","","","","","","","","","","",""
"487","521","521-01-V0008-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","51","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0009","VALVE, BUTTERFLY, 8"" IPS","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","52","10901","9","0","9","98109","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0009-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","53","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0012","VALVE, BALL, 2"", BRONZE ","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","54","9540","2","0","2","19080","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0012-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","55","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0013","VALVE, BUTTERFLY, 2-1/2""","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","56","2132","6","0","6","12792","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0013-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","57","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0014","VALVE, BUTTERFLY, 3"" WAF","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","58","2573","7","0","7","18011","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0014-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","59","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0015","VALVE, BUTTERFLY, 4"", WA","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","60","2668","4","0","4","10672","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0015-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","61","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0016","VALVE, BUTTERFLY, 5"", WA","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","62","3159","5","0","5","15795","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0016-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","63","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0017","VALVE, BUTTERFLY, 6"" WAF","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","64","4259","6","0","6","25554","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0017-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","65","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0021","VALVE, BUTTERFLY, 8"" WAF","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","66","4728","1","0","1","4728","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0021-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","67","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0026","VALVE, BALL, 1/2"" IPS, F","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","68","856","16","0","16","13696","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0026-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","69","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0027","VALVE, BALL, 1-1/4"", BRO","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","70","8707","1","0","1","8707","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0027-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","71","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0028","VALVE, BALL, 3/4"", BRONZ","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","72","8872","1","0","1","8872","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0028-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","73","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0041","VALVE, BUTTERFLY, 5"", BR","VALVE     ","                  ","   ","102519","EMERSON AUTO","931180","74","10622","2","0","2","21244","03/31/2019","       /    /    ","            ","            ",""
"487","521","521-01-V0041-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","75","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0042","VALVE, BUTTERFLY, 6"", WA","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","76","10585","3","0","3","31755","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0043","VALVE, BUTTERFLY, 6"", LU","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","77","14384","2","0","2","28768","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0044","VALVE, BUTTERFLY, 8"", LU","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","78","16348","1","0","1","16348","03/31/2019","       /    /    ","            ","            ",""
"487","521","    521-01-V0019","VALVE, BALL, 1/2"" IPS   ","VALVE     ","BALL              ","   ","105715","BNL INDUSTRI","931238","21","482","17","0","17","8194","10/01/2018","       /    /    ","            ","            ",""
"487","521","    521-01-V0020","VALVE, BALL, 1/2"", 2-WAY","VALVE     ","BALL              ","   ","105715","BNL INDUSTRI","931238","22","482","1","0","1","482","10/01/2018","       /    /    ","            ","            ",""
"487","521","    521-01-V0022","VALVE, BALL, 1"" IPS, BRO","VALVE     ","BALL              ","   ","105715","BNL INDUSTRI","931238","23","1035","2","0","2","2070","10/01/2018","       /    /    ","            ","            ",""
"487","521","    521-01-V0023","VALVE, BALL, 1-1/2"" IPS,","VALVE     ","BALL              ","   ","105715","BNL INDUSTRI","931238","24","1097","1","0","1","1097","10/01/2018","       /    /    ","            ","            ",""
"487","521","    521-01-V0026","VALVE, BALL, 1/2"" IPS, F","VALVE     ","BALL              ","   ","105715","BNL INDUSTRI","931238","25","482","20","0","20","9640","10/01/2018","       /    /    ","            ","            ",""
"487","521","521-01-V0019-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","48","0.01","1","0","1","0.01","10/01/2018","       /    /    ","            ","            ",""
"487","521","521-01-V0020-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","49","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","521","521-01-V0022-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","50","0.01","1","0","1","0.01","10/01/2018","       /    /    ","            ","            ",""
"487","521","521-01-V0023-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","51","0.01","1","0","1","0.01","10/01/2018","       /    /    ","            ","            ",""
"487","521","    521-01-E0001","FIRE PUMP, TO BE SUPPLIE","PUMP      ","FIRE              ","   ","104058","CARVER PUMP ","941331","3","101471.67","3","0","3","304415.01","05/15/2019","       /    /    ","            ","            ",""
"487","521","521-01-E0001-L06","REPORT, IN-PLANT TEST   ","REPORT    ","IN PLANT TEST     ","   ","104058","CARVER PUMP ","941331","13","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","521","521-01-E0001-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104058","CARVER PUMP ","941331","14","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","521","521-01-E0001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104058","CARVER PUMP ","941331","15","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","521    :   715028.04","","","","","","","",""
"SWBS :","529"," 529M - DRAIN &","BALLASTING SYS","","","","","","","","","","","","","","","","",""
"487","529","    529-01-V0001","VALVE, BUTTERFLY, 3"", WA","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","79","8489","9","0","9","76401","03/31/2019","       /    /    ","            ","            ",""
"487","529","529-01-V0001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","80","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","529","    529-01-V0002","VALVE, BUTTERFLY, 4"", WA","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","81","8990","5","0","5","44950","03/31/2019","       /    /    ","            ","            ",""
"487","529","529-01-V0002-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","82","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","529","    529-01-V0003","VALVE, BTFLY, 6"", WAFER,","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","83","9844","13","0","13","127972","03/31/2019","       /    /    ","            ","            ",""
"487","529","529-01-V0003-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","84","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","529"," 529M - DRAIN &","BALLASTING SYS","","","","","","","","","","","","","","","","",""
"487","529","    529-01-V0004","VALVE, BUTTERFLY, 4"", LU","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","85","11329","1","0","1","11329","03/31/2019","       /    /    ","            ","            ",""
"487","529","529-01-V0004-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","86","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","529","    529-01-V0010","VALVE, BUTTERFLY, 3"", WA","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","87","2573","4","0","4","10292","03/31/2019","       /    /    ","            ","            ",""
"487","529","529-01-V0010-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","88","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","529","    529-01-V0011","VALVE, BUTTERFLY, 4"" LUG","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","89","17018","1","0","1","17018","03/31/2019","       /    /    ","            ","            ",""
"487","529","529-01-V0011-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","90","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","529","    529-01-V0012","VALVE, BUTTERFLY, 6"", BR","VALVE     ","                  ","   ","102519","EMERSON AUTO","931180","91","14042","2","0","2","28084","03/31/2019","       /    /    ","            ","            ",""
"487","529","529-01-V0012-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","92","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","529    :   316046.00","","","","","","","",""
"SWBS :","533"," 533M - POTABLE","WATER SYSTEMS","","","","","","","","","","","","","","","","",""
"487","533","    533-01-VPR05","VALVE, RELIEF, 3"" INLET ","VALVE     ","RELIEF            ","   ","102519","EMERSON AUTO","931180","93","2676","1","0","1","2676","03/31/2019","       /    /    ","            ","            ",""
"487","533","533-01-VPR05-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","94","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","533    :     2676.00","","","","","","","",""
"SWBS :","541"," 541M - FUEL SYSTEMS","","","","","","","","","","","","","","","","","",""
"487","541","    541-01-E0003","FILTER/SEPARATOR AND PRE","FILTER    ","SEPARATOR         ","   ","104690","AIRCRAFT APP","510301","34","0","2","0","2","0","12/01/2017","       /    /    ","            ","            ",""
"487","541","541-01-E0003-L06","REPORT, IN-PLANT TEST   ","REPORT    ","IN PLANT TEST     ","   ","104690","AIRCRAFT APP","510301","35","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","541","541-01-E0003-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104690","AIRCRAFT APP","510301","36","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","541","541-01-E0003-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104690","AIRCRAFT APP","510301","37","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","541","541-01-E0003-L68","CERTIFICATES, VENDOR WEL","CERTIFICAT","VENDOR            ","   ","104690","AIRCRAFT APP","510301","38","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","541","541-01-E0003-P01","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","39","76293","1","0","1","76293","12/01/2017","       /    /    ","            ","            ",""
"487","541","541-01-E0003-P02","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","40","152586","1","0","1","152586","12/01/2017","       /    /    ","            ","            ",""
"487","541","541-01-E0003-P03","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","41","25432","1","0","1","25432","12/01/2017","       /    /    ","            ","            ",""
"487","541","541-01-E0003-L31","CERTIFICATE, CALIBRATABL","CERTIFICAT","CALIBRATABLE      ","   ","104690","AIRCRAFT APP","510301","52","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","541","    541-01-V0001","VALVE, BUTTERFLY, 2-1/2""","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","95","8337","10","0","10","83370","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","96","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","541","    541-01-V0002","VALVE, BUTTERFLY, 3"" IPS","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","97","8796","20","0","20","175920","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0002-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","98","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","541","    541-01-V0003","VALVE, BUTTERFLY, 4"" IPS","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","99","9583","2","0","2","19166","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0003-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","100","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","541","    541-01-V0004","VALVE, BTLY, 6 IPS, WAFE","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","101","11143","9","0","9","100287","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0004-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","102","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","541","    541-01-V0005","VALVE, BUTTERFLY, 8"" IPS","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","103","13712","1","0","1","13712","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0005-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","104","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","541","    541-01-V0006","VALVE, BUTTERFLY, 2-1/2""","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","105","848","3","0","3","2544","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0006-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","106","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","541","    541-01-V0007","VALVE, BUTTERFLY, 3""IPS,","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","107","380","1","0","1","380","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0007-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","108","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","541","    541-01-V0008","VALVE, BUTTERFLY, 4""IPS,","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","109","907","5","0","5","4535","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0008-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","110","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","541","    541-01-V0009","VALVE, BTFL, 8"", DUCTILE","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","111","1479","5","0","5","7395","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0009-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","112","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","541","    541-01-V0014","VALVE, BUTTERFLY, 3"" IPS","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","113","2685","6","0","6","16110","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0014-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","114","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","541","    541-01-V0015","VALVE, BUTTERFLY, 6"" IPS","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","115","4967","5","0","5","24835","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0015-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","116","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","541","    541-01-V0017","VALVE, BUTTERFLY, 2-1/2""","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","117","2119","2","0","2","4238","03/31/2019","       /    /    ","            ","            ",""
"487","541","541-01-V0017-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","118","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","541"," 541M - FUEL SYSTEMS","","","","","","","","","","","","","","","","","",""
"487","541","    541-01-V0019","VALVE, TANK VENT CHECK  ","VALVE     ","CHECK             ","   ","100752","TATE ANDALE ","931285","4","3691","1","0","1","3691","07/29/2018","       /    /    ","            ","            ",""
"487","541","541-01-V0019-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","100752","TATE ANDALE ","931285","7","0","1","0","1","0","07/29/2018","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","541    :   710494.00","","","","","","","",""
"SWBS :","542"," AVIATION/GENERAL","PURPOSE FUEL","","","","","","","","","","","","","","","","",""
"487","542","    542-01-E0003","JP-5 FILTER/SEPARATOR   ","FILTER    ","SEPARATOR         ","   ","104690","AIRCRAFT APP","510301","26","0","2","0","2","0","12/01/2017","       /    /    ","            ","            ",""
"487","542","542-01-E0003-L06","REPORT, IN-PLANT TEST   ","REPORT    ","IN PLANT TEST     ","   ","104690","AIRCRAFT APP","510301","27","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","542","542-01-E0003-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104690","AIRCRAFT APP","510301","28","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","542","542-01-E0003-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104690","AIRCRAFT APP","510301","29","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","542","542-01-E0003-L68","CERTIFICATES, VENDOR WEL","CERTIFICAT","VENDOR            ","   ","104690","AIRCRAFT APP","510301","30","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","542","542-01-E0003-P01","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","31","38171","1","0","1","38171","12/01/2017","       /    /    ","            ","            ",""
"487","542","542-01-E0003-P02","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","32","76343","1","0","1","76343","12/01/2017","       /    /    ","            ","            ",""
"487","542","542-01-E0003-P03","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","33","12724","1","0","1","12724","12/01/2017","       /    /    ","            ","            ",""
"487","542","542-01-E0003-L31","CERTIFICATE, CALIBRATABL","CERTIFICAT","CALIBRATABLE      ","   ","104690","AIRCRAFT APP","510301","53","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","542    :   127238.00","","","","","","","",""
"SWBS :","551"," 551M - COMPRESSED","AIR","","","","","","","","","","","","","","","","",""
"487","551","    551-02-V0005","VALVE, BALL, 4"" IPS, CAR","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","119","3343","2","0","2","6686","03/31/2019","       /    /    ","            ","            ",""
"487","551","551-02-V0005-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","120","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","551    :     6686.00","","","","","","","",""
"SWBS :","555"," 555M - FIREFIGHTING","","","","","","","","","","","","","","","","","",""
"487","555","    555-02-V0006","VALVE, BTFLY, 3"" WAFER, ","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","121","4445","4","0","4","17780","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-02-V0006-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","122","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-02-V0007","VALVE, BUTTERFLY, 4"" WAF","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","123","4844","3","0","3","14532","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-02-V0007-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","124","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-02-V0008","VALVE, BTFLY, 5"", WAFER,","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","125","4844","1","0","1","4844","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-02-V0008-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","126","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-02-V0009","VALVE, BTFL, 5"", WAFER, ","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","127","9407","2","0","2","18814","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-02-V0009-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","128","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-02-V0024","VALVE, BUTTERFLY, 6"" WAF","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","129","9844","5","0","5","49220","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-02-V0024-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","130","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-02-V0025","VALVE, BUTTERFLY, 6"", LU","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","131","5799","3","0","3","17397","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-02-V0025-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","132","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-07-V0001","VALVE, BUTTERFLY, 3"", WA","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","133","8489","2","0","2","16978","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-07-V0001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","134","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-07-V0002","VALVE, BUTTERFLY, 3"", IP","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","135","4442","2","0","2","8884","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-07-V0002-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","136","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-07-V0003","VALVE, BUTTERFLY, 3"" WAF","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","137","2573","1","0","1","2573","03/31/2019","       /    /    ","            ","            ",""
